340243969901,116595188470002531098,123
340243969901,109474767520148132967,2
340243969901,107842215556892103876,123
340243969901,104074153226926058345,123
340243969901,104561109117013086102,123
340243969901,116387061330410417130,123
340243969901,101270213627431697812,123
340243969901,113236281388571858144,123
340243969901,114761805880174636701,123
340243969901,112316821883390164649,2
340243969901,100032275275065136566,2
340243969901,112614490222171506354,123
340243969901,100615148994865213831,2
340243969901,116461292974842344760,123
340243969901,108778725352955589414,123
340243969901,108309060136982633009,2
340243969901,112523253080171685198,123
340243969901,108886845838976293244,123
340243969901,106141240516184031183,123
340243969901,102261080886468435211,123
340243969901,100710844156938679048,123
340243969901,118244238289409563179,123
340243969901,107819134971406838825,2
340243969901,117907881108971548646,2
340243969901,108419192795627718524,123
340243969901,103173313764043917405,2
340243969901,101874964741807451770,123
340243969901,101498952965069350969,123
340243969901,103769310068461097088,2
340243969901,103179098491128028427,123
340243969901,108049304266886881329,2
340243969901,118274374766322243767,2
340243969901,100305458731778042105,123
340243969901,102161508227940611963,123
340243969901,107777274283114884163,123
340243969901,111659988813798349870,123
340243969901,100958701170817825695,123
340243969901,100944041182625260784,2
340243969901,111251150643823088656,2
340243969901,102685003957291099129,123
340243969901,102784182922943120077,123
340243969901,115150883899438888798,2
340243969901,118409371345488704652,123
340243969901,102967145538899663138,123
340243969901,104260180888582886623,2
340243969901,117438915772244669467,123
