340243970077,116427048835848598260,4
340243970077,112614490222171506354,5
340243970077,116595188470002531098,7
340243970077,116731512937443379380,5
340243970077,100031458588225555734,10
340243970077,112051505297247304544,6
340243970077,101773290570348052194,3
340243970077,118434796241519246698,7
340243970077,114521583213439169277,6
340243970077,115341681670052406149,10
340243970077,101147286935790689839,8
340243970077,116453384805760229051,4
340243970077,116868084082873866126,6
340243970077,103911069063503750521,4
340243970077,116278352384957379394,10
340243970077,115932754617588013139,5
340243970077,100947729365450621025,4
340243970077,112100238280675956209,7
340243970077,116117392679957468652,5
340243970077,116737723439458209366,10
340243970077,111249968083735744621,5
340243970077,110316479281185902990,5
340243970077,109182559317668859876,5
340243970077,117837813195985112365,10
340243970077,103039123324371079430,4
340243970077,105714135961513036402,4
340243970077,100998757712006207376,7
340243970077,110171791905300738800,5
